question,answer,french_question
"Jim collects model cars, and he has 301 models total.  Jim has 4 times as many Buicks as Fords, and 3 more than twice the number of Fords than Chevys.  How many Buicks does Jim have?","Define a variable ** Let x represent the number of Chevys
How many Fords does Jim have? ** Fords:3+2x
How many Buicks does Jim have? ** Buicks:4(3+2x)=12+8x
Write an equation ** Total:x+3+2x+12+8x=301
Combine like terms ** 11x+15=301
Subtract 15 ** 11x=286
Divide by 11 ** x=<<26=26>>26
How many Buicks does Jim have? ** Buicks:12+8(26)=220
#### 220",Jim recueille des voitures modèles et il a 301 modèles au total.  Jim a 4 fois plus de Buicks que Ford et 3 plus du double du nombre de Ford que Chevys.  Combien de Buicks Jim a-t-il?
"A family has three adults and children, both girls and boys. They went out for a family trip and prepared 3 dozen boiled eggs for the trip. Every adult got 3 eggs, and the boys each received 1 more egg than each girl since the girls had some snacks. How many boys went on the trip if the number of girls was 7 and each girl received an egg?","How many eggs did the family have? ** The total number of eggs the family had is 3 * 12 = <<3*12=36>>36 eggs
How many eggs did the adults get? ** If each adult received 3 eggs, the total number of eggs they got is 3 * 3 = <<3*3=9>>9 eggs.
How many eggs did the children get? ** The children shared 36 - 9 = <<36-9=27>>27 eggs
How many eggs did the boys get? ** Since each girl received an egg, the boys shared 27 - 7 = <<27-7=20>>20 eggs
How many eggs did each boy receive? ** If each boy received 1 egg more than each girl, each received 1+1 = <<1+1=2>>2 eggs
How many boys went on the trip? ** The boys received 20 eggs, and if each got 2 eggs, then 20/2 = <<20/2=10>>10 boys went on the trip
#### 10","Une famille a trois adultes et enfants, les filles et les garçons. Ils sont sortis pour un voyage en famille et ont préparé 3 douzaines d'œufs durs pour le voyage. Chaque adulte a 3 œufs, et les garçons ont chacun reçu 1 œuf de plus que chaque fille car les filles avaient des collations. Combien de garçons sont allés en voyage si le nombre de filles avait 7 ans et chaque fille a reçu un œuf?"
Mary used 15 gallons of fuel this week. Last week she used 20% less. How much fuel did she use in total for the two weeks?,"How much less fuel did Mary use last week? ** Last week, she used 15 gallons * 0.2 = <<15*0.2=3>>3 gallons less fuel than she used this week.
How much fuel did Mary use last week? ** This means that she used 15 gallons – 3 gallons = <<15-3=12>>12 gallons of fuel last week.
How much fuel did Mary use in total? ** In total, Mary used 15 gallons + 12 gallons = <<15+12=27>>27 gallons of fuel.
#### 27","Mary a utilisé 15 gallons de carburant cette semaine. La semaine dernière, elle en a utilisé 20% de moins. Combien de carburant a-t-elle utilisé au total pendant les deux semaines?"
"May can knit 3 scarves using one yarn. She bought 2 red yarns, 6 blue yarns, and 4 yellow yarns. How many scarves will she be able to make in total?","How many red scarves will May be ablees to make? ** May will be able to make 2 x 3 = <<2*3=6>>6 red scarves.
How many blue scarves will May be able to make? ** She will be able to make 3 x 6 = <<3*6=18>>18 blue scarves.
How many yellow scarves will May be able to make? ** And she will be able to make 4 x 3 = <<4*3=12>>12 yellow scarves.
How many scarves will May be able to make in total? ** Therefore the total scarves she can make is 12 + 18 + 6 = <<12+18+6=36>>36.
#### 36","Peut tricoter 3 foulards à l'aide d'un fil. Elle a acheté 2 fils rouges, 6 fils bleus et 4 fils jaunes. Combien de foulards pourra-t-elle faire au total?"
"For every 1 minute that Carlotta sings on stage during the final opera performance, she spends an additional 3 minutes practicing and 5 minutes throwing temper tantrums. If her final stage performance is 6 minutes long, what is the total combined amount of time, in minutes, that she spends practicing, throwing tantrums, and singing in the final stage performance?","How many minutes does Carlotta spend practicing? ** For each 6 minutes she performs, Carlotta spends 6 * 3 minutes = <<6*3=18>>18 minutes practicing.
How many minutes does Carlotta spend throwing tantrums? ** For each 6 minutes she performs, Carlotta throws tantrums for 6 * 5 minutes = <<6*5=30>>30 minutes.
How many minutes does Carlotta spend on all three activities? ** Thus, in total, for each 6 minutes of performance time, she spends 18 minutes + 30 minutes + 6 minutes = 54 minutes on all three activities.
#### 54","Pendant chaque minute que Carlotta chante sur scène lors de la dernière performance de l'opéra, elle passe 3 minutes supplémentaires à pratiquer et 5 minutes en train de lancer des crises de colère. Si sa dernière performance sur scène dure 6 minutes, quel est le temps combiné total, en quelques minutes, qu'elle passe à pratiquer, à jeter des crises de colère et à chanter dans la performance de la scène finale?"
"Phillip's mother asked him to go to the supermarket to buy some things and gave him $95, so he spent $14 on oranges, $25 on apples and $6 on candy. How much money does he have left?","How much did Phillip spend? ** If we add everything Phillip bought, we will have: $14 + $25 + $6 = $<<14+25+6=45>>45
How much money does he have left? ** He spent $45, and we know that he had $95 dollars, so now we have to subtract: $95 - $45 = $<<95-45=50>>50
#### 50","La mère de Phillip lui a demandé d'aller au supermarché pour acheter des choses et lui a donné 95 $, alors il a dépensé 14 $ pour des oranges, 25 $ sur des pommes et 6 $ en bonbons. Combien d'argent lui reste-t-il?"
"Pam has some bags of apples. Each of her bags has as many apples as 3 of Gerald's bags. Gerald's bags have 40 apples each. If Pam has 1200 apples in total, how many bags of apples does she have?","How many apples are in each of Pam's bags? ** Each of Pam's bags contain 40*3=<<40*3=120>>120 apples.
How many bags of apples does Pam have? ** Pam has 1200/120=<<1200/120=10>>10 bags of apples.
#### 10","Pam a quelques sacs de pommes. Chacun de ses sacs a autant de pommes que 3 des sacs de Gerald. Les sacs de Gerald ont 40 pommes chacun. Si Pam a 1200 pommes au total, combien de sacs de pommes ont-elle?"
Chelsea has 24 kilos of sugar. She divides them into 4 bags equally. Then one of the bags gets torn and half of the sugar falls to the ground. How many kilos of sugar remain?,"How many kilos of sugar are in each bag? ** Each bag has 24/4=<<24/4=6>>6 kilos of sugar.
How many kilos of sugar fall to the ground? ** 6/2=<<6/2=3>>3 kilos of sugar falls to the ground.
How many kilos of sugar remain? ** 24-3=<<24-3=21>>21 kilos of sugar remains.
#### 21","Chelsea a 24 kilos de sucre. Elle les divise également en 4 sacs. Ensuite, l'un des sacs se déchire et la moitié du sucre tombe au sol. Combien de kilos de sucre demeure?"
"Bert fills out the daily crossword puzzle in the newspaper every day. He uses up a pencil to fill out the puzzles every two weeks. On average, it takes him 1050 words to use up a pencil. How many words are in each crossword puzzle on average?","How many days does it take Bert to use up a pencil? ** At 7 days a week, it takes Bert 2 * 7 = <<2*7=14>>14 days of daily crossword puzzles to use up a pencil.
How many words are in each crossword puzzle on average? ** Since Bert does one puzzle a day, each crossword puzzle has 1050 / 14 = <<1050/14=75>>75 words.
#### 75","Bert remplit chaque jour le journal croisé quotidien dans le journal. Il utilise un crayon pour remplir les puzzles toutes les deux semaines. En moyenne, il lui faut 1050 mots pour utiliser un crayon. Combien de mots y a-t-il dans chaque puzzle de mots croisés en moyenne?"
There were sweets on the table. Jack came and took half of all the candies and 4 more candies. Then Paul came and took the remaining 7 sweets. How many sweets were on the table at first?,"How many candies were half of all candies? ** Jack took 4 more candies than the half, and Paul took the rest, which means 7 + 4 = 11 candies were half of all candies.
How many candies were there at first? ** That means at first there were 11 * 2 = <<11*2=22>>22 candies.
#### 22",Il y avait des bonbons sur la table. Jack est venu et a pris la moitié de tous les bonbons et 4 bonbons de plus. Puis Paul est venu et a pris les 7 bonbons restants. Combien de bonbons était sur la table au début?
Basil gets 1/2 of a  dog cookie in the morning and before bed.  She gets 2 whole cookies during the day.  Basil’s cookies are packaged with 45 cookies per box.  How many boxes will she need to last her for 30 days?,"How many cookies does Basil get in the morning and at bedtime? ** Basil gets 1/2 in the morning and 1/2 at bedtime so she gets 1/2+1/2 = <<1/2+1/2=1>>1 whole cookie
How many cookies does Basil get during the day? ** Basil also gets 2 whole cookies during the day so all total she gets 2+1 =<<2+1=3>>3 whole cookies
How many cookies does Basil need to last her for 30 days? ** She needs cookies for 30 days and eats 3 a day so she needs 30*3 = <<30*3=90>>90 cookies
How many boxes will Basil need to last her for 30 days? ** Her cookies come 45 per box and she needs 90 cookies so she needs 90/45 = <<90/45=2>>2 boxes of cookies
#### 2",Le basilic obtient la moitié d'un biscuit de chien le matin et avant de se coucher.  Elle obtient 2 biscuits entiers pendant la journée.  Les biscuits de Basil sont emballés avec 45 biscuits par boîte.  De combien de boîtes aura-t-elle besoin pour la durer pendant 30 jours?
"It costs $.10 to print one page. Jenny wants to print 7 copies of her 25-page essay. She also wants to buy 7 pens that each cost $1.50. If she pays the store with 2 twenty dollar bills, how much money should she get in change?","How many pages does Jenny need to print? ** Jenny needs to print 7*25= <<7*25=175>>175 pages.
How much will it cost to print 175 pages? ** This will cost 175*$.10 =$<<175*.10=17.5>>17.5.
How much will the pens cost? ** The pens will cost 7*$1.50=$<<7*1.5=10.50>>10.50.
How much will Jenny spend in total? ** In total, she will spend $17.5+$10.5=$<<17.5+10.5=28>>28.
How much money does Jenny pay with? ** Since she pays with 2 twenty dollar bills she pays with 2*20=<<2*20=40>>40 dollars.
How much money should Jenny get in change? ** Thus, she will get $40-$28=$<<40-28=12>>12 in change.
#### 12","Il en coûte 0,10 $ pour imprimer une page. Jenny veut imprimer 7 exemplaires de son essai de 25 pages. Elle veut également acheter 7 stylos qui coûtent chacun 1,50 $. Si elle paie le magasin avec 2 billets de vingt dollars, combien d'argent devrait-elle faire du changement?"
"240 sixth-grade students were asked about the number of novels they read per month. 1/6 of students read three or more novels, 35% of students read two novels, 5/12 of students read one novel, and the rest of the students do not read anything. Calculate the number of students who do not read novels.","How many students read three or more novels? ** 1/6 * 240 students = <<1/6*240=40>>40 students. So 40 students read three or more novels.
How many students read two novels? ** 35/100 * 240 students = <<35/100*240=84>>84 students. So 84 students read two novels.
How many students read a novel? ** 5/12 * 240 students = <<5/12*240=100>>100 students. So 100 students read a novel.
How many students do not read novels? ** 240 students – (40 students + 84 students + 100 students) = 240 students – 224 students = <<240-(40+84+100)=16>>16 students. So 16 students don't read novels.
#### 16","240 élèves de sixième année ont été interrogés sur le nombre de romans qu'ils lisent par mois. 1/6 d'étudiants ont lu trois romans ou plus, 35% des étudiants ont lu deux romans, 5/12 des étudiants ont lu un roman, et le reste des étudiants ne lisent rien. Calculez le nombre d'étudiants qui ne lisent pas les romans."
Carrie is wrapping three birthday presents. One present needs two square feet of wrapping paper to cover. The second present needs three-quarters of that amount. The third present needs the same amount as both other presents put together. How many square feet of wrapping paper does Carrie need for all three presents?,"How many square feet of wrapping paper does the second present need? ** The second present needs 3 / 4 * 2 = 1 1/2 square feet of wrapping paper.
How many square feet of wrapping paper does the third present need? ** The third present needs 2 + 1 1/2 = 3 1/2 square feet of wrapping paper.
How many square feet of wrapping paper does Carrie need for all three presents? ** Therefore, Carrie needs 2 + 1 1/2 + 3 1/2 = 7 square feet of wrapping paper for all three presents.
#### 7",Carrie enveloppe trois cadeaux d'anniversaire. Un présent a besoin de deux pieds carrés de papier d'emballage pour couvrir. Le deuxième présent a besoin de trois quarts de ce montant. Le troisième présent a besoin du même montant que les deux autres cadeaux assemblés. De combien de pieds carrés de papier d'emballage a-t-il besoin pour les trois cadeaux?
"Tommy is making 12 loaves of bread. He needs 4 pounds of flour per loaf. A 10-pound bag of flour costs $10 and a 12-pound bag costs $13. When he is done making his bread, he has no use for flour and so he will throw away whatever is left. How much does he spend on flour if he buys the cheapest flour to get enough?","How many pounds of flour does Tommy need? ** He needs 48 pounds of flour because 12 x 4 = <<12*4=48>>48
How many bags of 10 pound bags does Tommy need? ** He needs 4.8 bags of 10 pound bags because 48 / 10 = <<48/10=4.8>>4.8
How many bags of flour does Tommy need? ** He therefore needs to buy 5 bags of flour because 4 < 4.8 < 5
How much does Tommy spend on flour if he buys the cheapest flour to get enough? ** He spends $50 if he buys this flour because 5 x 10 = <<5*10=50>>50
How many bags of 12-pound flour does Tommy need? ** He needs 4 bags of the 12-pound flour because 48 / 12 = <<48/12=4>>4
How much would Tommy spend on the 12-pound bags? ** He would spend $52 on the 12-pound bags because 4 x 13 = 52
How much does Tommy spend on flour if he buys the cheapest flour to get enough? ** He spends $50 if he buys the cheapest flour because 50 < 52
#### 50","Tommy fait 12 pains de pain. Il a besoin de 4 livres de farine par pain. Un sac de farine de 10 livres coûte 10 $ et un sac de 12 livres coûte 13 $. Quand il a fini de faire son pain, il n'a aucune utilité pour la farine et donc il jettera tout ce qui reste. Combien dépense-t-il pour la farine s'il achète la farine la moins chère pour en avoir assez?"
"Cary is an engineer in charge of designing an irrigation system for three farmers. Farmer Bob grows 3 acres of corn, 9 acres of cotton, and 12 acres of beans. Farmer Brenda grows 6 acres of corn, 7 acres of cotton, and 14 acres of beans. Farmer Bernie grows 2 acres of corn and 12 acres of cotton. If corn takes 20 gallons of water an acre, cotton takes 80 gallons of water an acre, and beans take twice as much water as corn, what percentage of the total water used will go to Farmer Bob's farm?","How many gallons of water does corn take? ** First figure out how much water beans take by multiplying the water use for corn by 2: 20 gallons/acre * 2 = <<20*2=40>>40 gallons/acre
How many gallons of water does Bob use? ** Next, calculate Bob's water use by multiplying each plant's water use per acre by the number of acres he planted, then adding up the total water use for all three crops: 3 * 20 + 9 * 80 + 12 * 40 = <<3*20+9*80+12*40=1260>>1260
How many gallons of water does Brenda use? ** Now do the same thing for Brenda: 6 * 20 + 7 * 80 + 14 * 40 = <<6*20+7*80+14*40=1240>>1240
How many gallons of water does Bernie use? ** And do the same thing for Bernie: 2 * 20 + 12 * 80 = 1000
How many gallons of water does each farmer use? ** Now add up each farmer's water use to find the total water use: 1260 + 1240 + 1000 = <<1260+1240+1000=3500>>3500
What percentage of the water did Bob use? ** Now divide Bob's water use by the total water use and multiply by 100 to find what percentage of the water he used: 1260 / 3500 * 100 = <<1260/3500*100=36>>36%
#### 36","Cary est un ingénieur en charge de la conception d'un système d'irrigation pour trois agriculteurs. L'agriculteur Bob cultive 3 acres de maïs, 9 acres de coton et 12 acres de haricots. L'agriculteur Brenda cultive 6 acres de maïs, 7 acres de coton et 14 acres de haricots. Le fermier Bernie cultive 2 acres de maïs et 12 acres de coton. Si le maïs prend 20 gallons d'eau et acre, le coton prend 80 gallons d'eau et les haricots prennent deux fois plus d'eau que le maïs, quel pourcentage de l'eau totale utilisée ira à la ferme de Farmer Bob?"
"Tommy wants to earn enough money to buy 8 new books. Each book costs $5. If Tommy already has $13, how much does he need to save up?","How much will the books cost? ** The books will cost $40 because 8 x 5 = <<8*5=40>>40
How much does Tommy need to save up? ** He needs to save up $27 because 40 - 13 = <<40-13=27>>27
#### 27","Tommy veut gagner suffisamment d'argent pour acheter 8 nouveaux livres. Chaque livre coûte 5 $. Si Tommy a déjà 13 $, combien a-t-il besoin d'économiser?"
"Parker is 4 inches shorter than Daisy. Daisy is 8 inches taller than Reese. If Reese is 60 inches tall, what is the average height for the three of them?","How tall is Daisy? ** Since Daisy is 6 inches taller than Reese, she must be 60 inches + 8 inches = 68 inches tall.
How tall is Parker? ** Parker is 4 inches shorter than Daisy, making her 68 inches – 4 inches = <<68-4=64>>64 inches.
What is the average height of the three of them? ** The average height of the three of them is (60 inches + 68 inches + 64 inches) / 3 = <<(60+68+64)/3=64>>64 inches.
#### 64","Parker est 4 pouces plus court que Daisy. Daisy mesure 8 pouces plus haut que Reese. Si Reese mesure 60 pouces de hauteur, quelle est la hauteur moyenne pour les trois?"
"There are 110 calories in a serving of cheese.  Rick buys the large blocks that have 16 servings per block.  If Rick has already eaten 5 servings of cheese, how many calories are remaining in the block?","How many servings of cheese does Rick have left? ** The block has 16 servings and he has eaten 5 servings leaving 16-5 = <<16-5=11>>11 servings of cheese
How many calories are remaining in the block? ** There are 11 servings of cheese left and each serving is 110 calories for a total of 11*110 = <<11*110=1210>>1,210 calories
#### 1210","Il y a 110 calories dans une portion de fromage.  Rick achète les grands blocs qui ont 16 portions par bloc.  Si Rick a déjà mangé 5 portions de fromage, combien de calories restent dans le bloc?"
"Jason is mixing a batch of black paint. He needs to add 2 grams of charcoal for every 30 ml of water. If he adds 900 ml of water, how much charcoal does he add?","How many ml of water does Jason need for 1 gram of charcoal? ** First find how many ml of water Jason needs for 1 gram of charcoal: 30 ml / 2 grams = <<30/2=15>>15 ml/g
How much charcoal does Jason use? ** Then divide the amount of water Jason uses by the amount of water per gram of charcoal to find how much charcoal he uses: 900 ml / 15 ml/g = <<900/15=60>>60 g
#### 60","Jason mélange un lot de peinture noire. Il doit ajouter 2 grammes de charbon de bois pour 30 ml d'eau. S'il ajoute 900 ml d'eau, combien de charbon de bois ajoute-t-il?"
"Carl types at a speed of 50 words per minute. If he types continuously for 4 hours per day, how many words can he type in 7 days?","How many words can Carl type per hour? ** The number of words that Carl can type per hour is 50 * 60 = <<50*60=3000>>3000 words.
How many words can Carl type in 4 hours? ** The number of words that Carl can type in 4 hours is 3000 * 4 = <<3000*4=12000>>12000 words.
How many words can Carl type in 7 days? ** The number of words that Carl can type in 7 days is 12000 * 7 = <<12000*7=84000>>84000 words.
#### 84000","Carl tape à une vitesse de 50 mots par minute. S'il tape continuellement pendant 4 heures par jour, combien de mots peut-il taper 7 jours?"
"Janet hires six employees. Four of them are warehouse workers who make $15/hour, and the other two are managers who make $20/hour. Janet has to pay 10% of her workers' salaries in FICA taxes. If everyone works 25 days a month and 8 hours a day, how much does Janet owe total for their wages and taxes for one month?","How many hours do the warehouse workers work in a month? ** First figure out how many hours each worker works per month by multiplying the number of days they work by the number of hours a day they work: 25 days * 8 hours/day = <<25*8=200>>200 hours
How much do the warehouse workers make in a month? ** Then calculate how much one warehouse worker makes per month by multiplying their hourly rate by the number of hours they work: 200 hours * $15/hour = $<<200*15=3000>>3000
How much do the warehouse workers make in a month? ** Then multiply that number by 4 to find out how much all the warehouse workers make: $3000/worker * 4 workers = $<<3000*4=12000>>12,000
How much does each manager make in a month? ** Now multiply the hours each manager works (also 200) by their hourly wage to find out how much one manager makes per month: 200 hours * $20/hour = $<<200*20=4000>>4,000
How much do the managers make in a month? ** Now multiply one manager's wages by the number of managers (2) to find their total wage amount: $4,000/manager * 2 managers = $<<4000*2=8000>>8,000
How much does Janet pay in total for the wages and taxes for one month? ** Now add the wages for the managers and the workers to find the total cost of the wages: $8,000 + $12,000 = $<<8000+12000=20000>>20,000
How much does Janet owe in FICA taxes? ** Now multiply the total wage bill by 10% to find how much the FICA taxes are: $20,000 * .1 = $<<20000*.1=2000>>2,000
How much does Janet owe in total for the wages and taxes for one month? ** Now add the total wage bill to the total tax amount to find the grand total: $2,000 + $20,000 = $<<2000+20000=22000>>22,000
#### 22000","Janet engage six employés. Quatre d'entre eux sont des travailleurs d'entrepôt qui gagnent 15 $ / heure, et les deux autres sont des managers qui gagnent 20 $ / heure. Janet doit payer 10% des salaires de ses travailleurs en taxes FICA. Si tout le monde travaille 25 jours par mois et 8 heures par jour, combien Janet doit-il total pour ses salaires et taxes pendant un mois?"
"The seats of a bus are arranged in 23 rows of 4 seats. At the start, 16 people climb. At the first stop, 15 people board the bus and 3 get off. At the second stop, 17 people get on the bus and 10 get off. How many empty seats are there after the second stop?","How many seats are there? ** There are 23 * 4 = <<23*4=92>>92 seats on this bus.
How many people are on the bus after the first stop? ** After the first stop, there are 16+15 - 3 = <<16+15-3=28>>28 people on the bus.
How many people are on the bus after the second stop? ** After the 2nd stop, there are 28+17 - 10 = <<28+17-10=35>>35 people on the bus.
How many empty seats are there after the second stop? ** So there are 92 - 35 = <<92-35=57>>57 empty seats on the bus after the 2nd stop.
#### 57","Les sièges d'un bus sont disposés en 23 rangées de 4 sièges. Au début, 16 personnes grimpent. Au premier arrêt, 15 personnes à bord du bus et 3 descendent. Au deuxième arrêt, 17 personnes montent dans le bus et 10 descendent. Combien de sièges vides y a-t-il après le deuxième arrêt?"
"Farmer Brown raises emus, large birds. His flock has a total of 60 heads and legs. How many emus are in his flock?","How many heads and legs does each emu have? ** Each emu has 1+2=<<1+2=3>>3 heads and legs.
How many emus are in his flock? ** Then the flock has 60/3=<<60/3=20>>20 animals.
#### 20","Farmer Brown soulève des émeus, de grands oiseaux. Son troupeau a un total de 60 têtes et jambes. Combien d'émeus sont dans son troupeau?"
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?","How many toys does Bill have? ** First we need to know what half of Bills toys are, 60 toys / 2 = <<60/2=30>>30 toys.
How many toys does Hash have? ** Hash has 9 toys + 30 toys = <<9+30=39>>39 toys.
How many total toys do the boys have? ** Together the boys have 60 toys + 39 toys = <<60+39=99>>99 toys.
#### 99","Hash a neuf plus de la moitié d'autant de jouets que Bill. Si Bill a 60 jouets, combien de jouets au total les garçons ont-ils?"
"Berry wants to make sure he reads an average of 50 pages a day. This week he read 43 pages on Sunday, 65 pages on Monday, and 28 pages on Tuesday. He had a soccer game and fell asleep early on Wednesday so he read nothing. On Thursday he read 70 pages, and on Friday he read 56 pages. How many pages does he have to read on Saturday to reach his goal?","How many pages does he have to read in a week? ** He has to read 350 pages a week because 7 x 50 = <<7*50=350>>350
How many pages has he read? ** He has read 262 pages because 43+65+28+70+56 = <<43+65+28+70+56=262>>262
How many pages does he have to read on Saturday? ** He has to read 88 pages on Saturday because 350-262 =<<350-262=88>>88
#### 88","Berry veut s'assurer qu'il lit en moyenne 50 pages par jour. Cette semaine, il a lu 43 pages le dimanche 65 pages le lundi et 28 pages mardi. Il a eu un match de football et s'est endormi tôt mercredi, alors il n'a rien lu. Jeudi, il a lu 70 pages et vendredi, il a lu 56 pages. Combien de pages a-t-il à lire samedi pour atteindre son objectif?"
"There are enough provisions in a castle to feed 300 people for 90 days. After 30 days, 100 people leave the castle. How many more days are left until all the food runs out?","How many days are left after 30 days? ** After 30 days, there will be enough food left to sustain 300 people for 90 days – 30 days = 60 days.
How many people are left after 100 people leave? ** After the 100 people leave, there will be 300-100 = <<300-100=200>>200 people left.
How much food will the 200 people eat? ** The 200 people will eat 200/300 = 2/3 as much food as the original group of people in the castle.
How many more days will the food last? ** The 60 days' worth of food will last this smaller group for 60 days / (2/3) = <<60/(2/3)=90>>90 more days.
#### 90","Il y a suffisamment de dispositions dans un château pour nourrir 300 personnes pendant 90 jours. Après 30 jours, 100 personnes quittent le château. Combien de jours reste-t-il jusqu'à ce que toute la nourriture s'épuise?"
The selling price of a bicycle that had sold for $220 last year was increased by 15%. What is the new price?,"How much did the price increase? ** The price of the bicycle increased by $220 * 15/100 = $<<220*15/100=33>>33.
What is the new price? ** Adding the increment price, the new price is $220 + $33 = $<<220+33=253>>253.
#### 253",Le prix de vente d'un vélo qui s'était vendu pour 220 $ l'année dernière a été augmenté de 15%. Quel est le nouveau prix?
Madeline spends 18 hours a week in class. She spends 4 hours per day working on homework. She spends 8 hours per day sleeping. She works part-time 20 hours per week. How many hours left over does Madeline have?,"How many hours does Madeline spend on homework? ** Madeline spends 4*7=<<4*7=28>>28 hours on homework.
How many hours does Madeline spend sleeping? ** She spends 8*7-56 hours sleeping.
How many hours is Madeline busy? ** Therefore, she is busy 28+18+56+20=<<28+18+56+20=122>>122 hours per week.
How many hours are there in a week? ** There are 7*24=<<7*24=168>>168 hours per week.
How many hours does Madeline have left over? ** Thus, Madeline has 168-122=<<168-122=46>>46 hours left over.
#### 46",Madeline passe 18 heures par semaine en classe. Elle passe 4 heures par jour à travailler sur les devoirs. Elle passe 8 heures par jour à dormir. Elle travaille à temps partiel 20 heures par semaine. Combien d'heures reste-t-elle Madeline?
"Roselyn gives Mara three times as many books as she gives Rebecca and remains with 60 books. If Rebecca received 40 books, how many books did Roselyn have before?","How many books did Mara receive? ** If Roselyn gave Rebecca 40 books, and Mara was given three times as many books, Mara has 3*40 = 120 books.
How many books did Rebecca and Mara receive? ** Rebecca and Mara's total number of books is 120+40 = <<120+40=160>>160 books.
How many books did Roselyn have before? ** If Roselyn gave Mara and Rebecca her books, which is 160, then she initially had 60+160 = <<60+160=220>>220 books.
#### 220","Roselyn donne à Mara trois fois plus de livres qu'elle donne Rebecca et reste avec 60 livres. Si Rebecca a reçu 40 livres, combien de livres Roselyn avait-il auparavant?"
Natalie's sister had 8 small diaries in her locker. Last summer she bought double the number of diaries she had and then lost 1/4 of what she had. How many diaries does Natalie's sister have now?,"How many diaries did Natalie's sister buy last summer? ** Natalie's sister bought 2 * 8 = <<2*8=16>>16 diaries.
How many diaries did Natalie's sister have last summer? ** So she then had 16 + 8 = <<16+8=24>>24 diaries.
How many diaries does Natalie's sister lose? ** Afterwards, she loses 1/4 * 24 = <<24*1/4=6>>6 diaries.
How many diaries does Natalie's sister have now? ** So, Natalie's sister now has 24 - 6 = <<24-6=18>>18 diaries.
#### 18","La sœur de Natalie avait 8 petits journaux dans son casier. L'été dernier, elle a acheté le double du nombre de journaux intimes qu'elle avait, puis a perdu 1/4 de ce qu'elle avait. Combien de journaux intimes a-t-il maintenant la sœur de Natalie?"
Austin bought his seven friends each a robot. Each robot costs $8.75.  He was charged $7.22 total for tax. He left with $11.53 in change. How much did Austin start with?,"How much did Austin buy the robots for? ** First we need to find the total amount for the robots. 7 robots * $8.75 per robot = $<<7*8.75=61.25>>61.25 in total.
How much did Austin spend in total? ** Now we need to add in the tax $61.25 for the robots + $7.22 for tax = $<<61.25+7.22=68.47>>68.47 total spent in store.
How much did Austin start with? ** Now to find what was the beginning amount we take the $68.47 total spent in-store + $11.53 in change = $<<68.47+11.53=80>>80 to start.
#### 80","Austin a acheté ses sept amis chacun un robot. Chaque robot coûte 8,75 $.  Il a été facturé 7,22 $ au total pour l'impôt. Il est parti avec 11,53 $ de changement. Combien Austin a-t-il commencé?"
"Five months ago, Mike earned 10 times more money than Fred. If his salary has increased by 40 percent now, and Fred's salary then was $1000, calculate Mike's salary now.","How much more money did Mike earn than Fred? ** Five months ago, Mike earned ten times more money than Fred, and since Fred earned $1000, Mike earned 10*1000 = $<<10*1000=10000>>10000 more than Fred.
How much money did Mike earn five months ago? ** The total amount of money that Mike earned five months ago is $10000+$1000 = $<<10000+1000=11000>>11000
How much has Mike's salary increased? ** Mikes salary has increased by 40/100*$11000 = $<<40/100*11000=4400>>4400
How much is Mike's current salary? ** Mike's current salary is $11000 +$4400 = $<<11000+4400=15400>>15400
#### 15400","Il y a cinq mois, Mike a gagné 10 fois plus d'argent que Fred. Si son salaire a augmenté de 40% maintenant et que le salaire de Fred était alors de 1000 $, calculez maintenant le salaire de Mike."
"A shady restaurant is charging customers gratuities after taxes without them being aware. If my total bill was $140, the sales tax in my city is 10%, I ordered a NY Striploin for $80, and I ordered a glass of wine for $10, how much did they charge me for gratuities?","How much did I order? ** The total bill before taxes or gratuities was $80 for the steak + $10 for the wine = $80+$10 = $<<80+10=90>>90
How much did I pay in taxes? ** If the tax is 10%, then the taxes paid were $90 * 10% = $<<90*10*.01=9>>9
How much did I pay in total? ** That means that the total bill before gratuities was $90 + $9 = $<<90+9=99>>99
How much did they charge me for gratuies? ** If the final bill was $140, then you were charged $140-$99 = $<<140-99=41>>41 for gratuities
#### 41","Un restaurant ombragé facture des gratifications aux clients après des impôts sans qu'ils soient conscients. Si ma facture totale était de 140 $, la taxe de vente dans ma ville est de 10%, j'ai commandé un Striploin de NY pour 80 $ et j'ai commandé un verre de vin pour 10 $, combien m'ont-ils facturé pour les réeurs?"
